Census Tract,Total,Poverty,TotalWhite,PovertyWhite,TotalBlack,PovertyBlack,TotalAIAN,PovertyAIAN,TotalAsian,PovertyAsian,TotalNHPI,PovertyNHPI,TotalOther,PovertyOther,TotalMixed,PovertyMixed,TotalWhiteNH,PovertyWhiteNH,TotalLatine,PovertyLatine,Inequality,pWhiteNH,pLatine,pBlack,pAIAN,pAsian,pNHPI,pOther,pMixed,pWhiteNH_poverty,pLatine_poverty,pBlack_poverty,pAIAN_poverty,pAsian_poverty,pNHPI_poverty,pOther_poverty,pMixed_poverty
6037600802,2472,182,67,0,2103,180,0,0,37,1,65,0,129,1,71,0,24,0,209,1,0.3874,0.009708737864077669,0.08454692556634304,0.8507281553398058,0,0.014967637540453074,0.026294498381877023,0.05218446601941747,0.02872168284789644,0,0.004784688995215311,0.08559201141226819,NA,0.02702702702702703,0,0.007751937984496124,0
6037600902,6347,1626,1476,656,2808,609,17,0,76,62,0,0,1596,299,374,0,176,0,3400,1237,0.4409,0.02772963604852686,0.5356861509374508,0.442413738774224,0.002678430754687254,0.011974161020954782,0,0.2514573814400504,0.058925476603119586,0,0.3638235294117647,0.2168803418803419,0,0.8157894736842105,NA,0.18734335839598998,0
6037600911,3146,371,1115,87,1058,98,34,34,0,0,0,0,804,138,135,14,318,0,1665,259,0.418,0.1010807374443738,0.5292434837889384,0.33630006357279085,0.01080737444373808,0,0,0.2555626191989828,0.04291163382072473,0,0.15555555555555556,0.09262759924385633,1,NA,NA,0.17164179104477612,0.1037037037037037
6037600912,5638,1100,2810,546,807,130,52,0,31,0,0,0,1724,424,214,0,280,15,4432,955,0.3828,0.049663001064207166,0.786094359702022,0.1431358637814828,0.009223128769067045,0.005498403689251507,0,0.3057821922667613,0.03795672224192976,0.05357142857142857,0.21547833935018051,0.161090458488228,0,0,NA,0.2459396751740139,0
6037601001,2306,315,632,37,1431,255,12,7,9,3,0,0,117,7,105,6,28,0,778,57,0.6166,0.012142237640936688,0.33738074588031225,0.6205550737207285,0.005203816131830009,0.0039028620988725065,0,0.05073720728534258,0.04553339115351258,0,0.07326478149100257,0.17819706498951782,0.5833333333333334,0.3333333333333333,NA,0.05982905982905983,0.05714285714285714
6037601002,5157,525,1125,167,2542,275,223,20,101,23,0,0,810,40,356,0,87,4,2051,361,0.3338,0.01687027341477603,0.3977118479736281,0.4929222416133411,0.043242195074655806,0.019585030056234246,0,0.15706806282722513,0.06903238316850882,0.04597701149425287,0.17601170160897123,0.10818253343823761,0.08968609865470852,0.22772277227722773,NA,0.04938271604938271,0
6037601100,6744,1880,1350,267,2092,610,54,29,331,274,0,0,2703,604,214,96,102,23,4222,1032,0.4756,0.015124555160142349,0.6260379596678529,0.31020166073546857,0.00800711743772242,0.04908066429418743,0,0.40080071174377224,0.03173190984578885,0.22549019607843138,0.2444339175746092,0.29158699808795413,0.5370370370370371,0.8277945619335347,NA,0.22345541990381057,0.4485981308411215
6037601202,4000,279,2510,180,164,0,55,0,99,0,0,0,1133,99,39,0,266,8,3448,271,0.4617,0.0665,0.862,0.041,0.01375,0.02475,0,0.28325,0.00975,0.03007518796992481,0.07859628770301624,0,0,0,NA,0.08737864077669903,0
6037601211,2866,383,490,56,1085,222,0,0,9,9,26,0,1109,68,147,28,90,15,1543,109,0.4536,0.0314026517794836,0.5383810188415911,0.3785764131193301,0,0.00314026517794836,0.009071877180739707,0.38695045359385905,0.05129099790648988,0.16666666666666666,0.07064160725858717,0.20460829493087557,NA,1,0,0.061316501352569885,0.19047619047619047
6037601212,6774,1602,1990,864,2191,504,75,0,70,0,409,31,1520,114,519,89,282,155,3819,943,0.3537,0.04162976085031001,0.5637732506643047,0.32344257454974906,0.011071744906997343,0.010333628579864187,0.06037791555949218,0.22438736344847948,0.07661647475642161,0.549645390070922,0.24692327834511651,0.23003194888178913,0,0,0.07579462102689487,0.075,0.17148362235067438
6037601301,1921,102,488,38,1129,43,6,0,66,1,0,0,57,0,175,20,254,21,411,25,0.4805,0.13222280062467465,0.21395106715252474,0.5877147319104633,0.0031233732431025507,0.03435710567412806,0,0.029672045809474232,0.09109838625715773,0.08267716535433071,0.06082725060827251,0.03808680248007086,0,0.015151515151515152,NA,0,0.11428571428571428
6037601302,7318,1772,1819,318,4026,1072,2,0,293,4,0,0,851,304,327,74,781,39,2228,635,0.4482,0.10672314840120252,0.3044547690625854,0.5501503142935228,2.7329871549603714e-4,0.040038261820169445,0,0.11628860344356381,0.04468433998360208,0.0499359795134443,0.2850089766606822,0.26626924987580725,0,0.013651877133105802,NA,0.3572267920094007,0.22629969418960244
6037601303,5073,637,827,35,2566,419,67,0,192,144,10,0,1011,30,400,9,338,24,1713,30,0.3976,0.06662724226296077,0.33767001774098165,0.5058150995466194,0.013207175241474472,0.03784742755765819,0.001971220185294697,0.1992903607332939,0.0788488074117879,0.07100591715976332,0.017513134851138354,0.16328916601714732,0,0.75,0,0.02967359050445104,0.0225
6037601401,5916,1385,1770,415,2081,486,219,73,286,102,0,0,1179,230,381,79,442,214,3005,528,0.4429,0.07471264367816093,0.5079445571331981,0.3517579445571332,0.03701825557809331,0.04834347532116295,0,0.19929006085192696,0.06440162271805273,0.4841628959276018,0.1757071547420965,0.23354156655454109,0.3333333333333333,0.35664335664335667,NA,0.19508057675996607,0.2073490813648294
6037601402,4793,598,2111,226,92,0,142,0,74,0,25,0,2320,362,29,10,231,39,4368,524,0.3686,0.04819528479031922,0.9113290214896724,0.01919465887752973,0.02962653870227415,0.015439182140621741,0.005215939912372209,0.484039223868141,0.006050490298351763,0.16883116883116883,0.11996336996336997,0,0,0,0,0.1560344827586207,0.3448275862068966
6037601501,3918,1008,1927,401,201,27,18,0,0,0,193,193,1490,387,89,0,52,8,3464,772,0.3653,0.013272077590607452,0.8841245533435427,0.05130168453292496,0.004594180704441042,0,0.049259826442062275,0.38029606942317506,0.02271567126084737,0.15384615384615385,0.2228637413394919,0.13432835820895522,0,NA,1,0.25973154362416107,0
6037601502,4059,969,2289,541,76,52,35,0,117,0,0,0,1451,333,91,43,105,1,3806,961,0.416,0.025868440502586843,0.9376693766937669,0.018723823601872382,0.008622813500862282,0.028824833702882482,0,0.3574772111357477,0.022419315102241932,0.009523809523809525,0.2524960588544404,0.6842105263157895,0,0,NA,0.22949689869055823,0.4725274725274725
6037601600,4439,975,1777,413,147,9,0,0,318,27,153,0,1958,526,86,0,55,9,3821,930,0.4331,0.012390177968010813,0.8607794548321694,0.03311556656904708,0,0.07163775625140797,0.03446722234737554,0.44109033566118494,0.019373732822707816,0.16363636363636364,0.24339178225595393,0.061224489795918366,NA,0.08490566037735849,0,0.2686414708886619,0
6037601700,5126,899,1819,398,407,156,133,114,85,1,0,0,2620,230,62,0,11,8,4459,624,0.3791,0.002145922746781116,0.869879047990636,0.07939914163090128,0.0259461568474444,0.016582130316035896,0,0.5111197815060476,0.012095200936402654,0.7272727272727273,0.13994169096209913,0.3832923832923833,0.8571428571428571,0.011764705882352941,NA,0.08778625954198473,0
6037601801,2819,604,1685,433,63,6,13,13,42,0,0,0,991,152,25,0,5,0,2695,585,0.4087,0.0017736786094359701,0.956012770485988,0.022348350478893223,0.0046115643845335225,0.01489890031926215,0,0.3515431003902093,0.00886839304717985,0,0.21706864564007422,0.09523809523809523,1,0,NA,0.15338042381432895,0
6037601802,3923,298,1921,120,141,9,8,0,120,20,0,0,1707,149,26,0,109,8,3545,261,0.3623,0.027784858526637778,0.9036451695131277,0.035941881213357126,0.002039255671679837,0.03058883507519755,0,0.4351261789446852,0.00662758093295947,0.07339449541284404,0.07362482369534555,0.06382978723404255,0,0.16666666666666666,NA,0.08728763913298183,0
6037601900,4803,1151,2047,301,617,85,56,5,9,0,0,0,1944,697,130,63,33,9,4066,1015,0.4026,0.006870705808869456,0.8465542369352488,0.1284613783052259,0.011659379554445138,0.0018738288569643974,0,0.4047470331043098,0.027066416822819073,0.2727272727272727,0.24963108706345302,0.13776337115072934,0.08928571428571429,0,NA,0.3585390946502058,0.4846153846153846
6037602002,3057,271,1256,99,426,48,0,0,134,21,0,0,1176,93,65,10,115,26,2333,176,0.4134,0.037618580307491004,0.7631665031076218,0.1393523061825319,0,0.04383382401046778,0,0.38469087340529934,0.021262675825973177,0.22608695652173913,0.07543934847835405,0.11267605633802817,NA,0.15671641791044777,NA,0.07908163265306123,0.15384615384615385
6037602003,4760,505,2365,250,455,73,63,17,61,0,0,0,1706,165,110,0,75,0,4140,432,0.4193,0.015756302521008403,0.8697478991596639,0.09558823529411764,0.013235294117647059,0.012815126050420168,0,0.3584033613445378,0.023109243697478993,0,0.10434782608695652,0.16043956043956045,0.2698412698412698,0,NA,0.09671746776084408,0
6037602004,3709,769,1162,124,891,172,20,0,77,0,0,0,1540,473,19,0,247,37,2483,560,0.3979,0.06659476947964411,0.6694526826637908,0.24022647613912107,0.005392289026691831,0.02076031275276355,0,0.415206255055271,0.005122674575357239,0.14979757085020243,0.22553362867498994,0.19304152637485972,0,0,NA,0.30714285714285716,0
6037602103,6485,1514,2787,692,1213,155,285,0,296,82,0,0,1728,509,176,76,105,6,4667,1250,0.4812,0.016191210485736313,0.7196607555898227,0.18704703161141095,0.04394757131842714,0.045643793369313804,0,0.2664610639938319,0.027139552814186584,0.05714285714285714,0.2678380115706021,0.12778235779060182,0,0.27702702702702703,NA,0.2945601851851852,0.4318181818181818
6037602104,6091,927,2317,256,1214,294,0,0,239,0,0,0,2173,377,148,0,266,53,4441,580,0.4299,0.043670989985224104,0.7291085207683468,0.19931045805286488,0,0.039238220325069774,0,0.35675586931538333,0.0242981448038089,0.19924812030075187,0.13060121594235533,0.24217462932454695,NA,0,NA,0.17349286700414174,0
6037602105,4093,743,1701,304,654,171,21,11,196,47,43,0,1320,178,158,32,454,110,2766,392,0.3869,0.11092108477889079,0.6757879306132422,0.15978499877840216,0.005130710969948693,0.047886635719521134,0.010505741509894943,0.322501832396775,0.038602492059613976,0.2422907488986784,0.14172089660159073,0.26146788990825687,0.5238095238095238,0.23979591836734693,0,0.13484848484848486,0.20253164556962025
6037602106,5403,1037,2409,468,843,373,38,38,726,20,20,20,1128,109,239,9,696,121,3063,514,0.4358,0.12881732370905052,0.5669072737368129,0.15602443087173792,0.007033129742735517,0.13436979455857856,0.0037016472330186935,0.2087729039422543,0.04423468443457339,0.17385057471264367,0.16780933725106106,0.4424673784104389,1,0.027548209366391185,1,0.09663120567375887,0.03765690376569038
6037602200,7195,1182,3559,312,1133,290,3,0,647,65,117,117,1128,380,608,18,1581,166,3322,532,0.4091,0.2197359277275886,0.46170952050034747,0.1574704656011119,4.169562195969423e-4,0.08992355802640722,0.01626129256428075,0.1567755385684503,0.08450312717164697,0.10499683744465528,0.16014449127031907,0.2559576345984113,0,0.10046367851622875,1,0.33687943262411346,0.029605263157894735
6037602301,6270,232,3516,46,301,20,68,0,324,50,33,0,1806,116,222,0,1665,10,3821,162,0.3795,0.26555023923444976,0.6094098883572567,0.048006379585326955,0.010845295055821371,0.05167464114832536,0.005263157894736842,0.2880382775119617,0.0354066985645933,0.006006006006006006,0.04239727819942424,0.0664451827242525,0,0.15432098765432098,0,0.06423034330011074,0
6037602302,4803,187,3078,20,94,14,0,0,1017,153,0,0,80,0,534,0,2579,8,826,12,0.4142,0.5369560691234645,0.1719758484280658,0.019571101394961484,0,0.21174266083697688,0,0.0166562565063502,0.11118051217988757,0.0031019775106630476,0.014527845036319613,0.14893617021276595,NA,0.1504424778761062,NA,0,0
6037602402,6869,440,2621,163,860,2,18,0,808,47,26,12,2197,209,339,7,912,32,4124,340,0.3991,0.13277041781918766,0.6003785121560635,0.1252001746979182,0.002620468772747125,0.11762993157664871,0.003785121560634736,0.3198427718736352,0.049352161886737515,0.03508771929824561,0.08244422890397672,0.002325581395348837,0,0.05816831683168317,0.46153846153846156,0.09512972234865726,0.02064896755162242
6037602403,5199,714,2102,403,906,57,0,0,449,36,101,0,1610,218,31,0,315,42,3388,579,0.3603,0.060588574725908825,0.6516637814964417,0.17426428159261395,0,0.08636276206962877,0.019426812848624735,0.3096749374879785,0.005962685131756107,0.13333333333333333,0.17089728453364816,0.06291390728476821,NA,0.0801781737193764,0,0.13540372670807455,0
6037602404,5457,1205,2209,528,780,138,15,0,471,101,0,0,1587,394,395,44,425,64,3550,858,0.4118,0.0778816199376947,0.6505405900678028,0.14293567894447498,0.002748763056624519,0.0863111599780099,0,0.2908191313908741,0.07238409382444566,0.15058823529411763,0.24169014084507043,0.17692307692307693,0,0.21443736730360935,NA,0.24826717076244487,0.11139240506329114
6037602504,4913,953,1731,639,1818,119,0,0,400,70,30,30,722,66,212,29,467,217,2205,563,0.3799,0.09505393853042947,0.44880928149806637,0.3700386729086098,0,0.08141664970486465,0.006106248727864848,0.14695705271728068,0.04315082434357826,0.46466809421841543,0.25532879818594106,0.06545654565456546,NA,0.175,1,0.09141274238227147,0.13679245283018868
6037602505,4548,1411,1394,602,1551,362,0,0,39,24,21,0,1359,380,184,43,323,83,2611,982,0.4654,0.07102022867194371,0.5740985048372911,0.34102902374670185,0,0.008575197889182058,0.004617414248021108,0.29881266490765174,0.040457343887423045,0.25696594427244585,0.37610111068556107,0.23339780786589298,NA,0.6153846153846154,0,0.27961736571008095,0.23369565217391305
6037602506,4297,886,635,29,1635,419,0,0,178,13,9,9,1521,348,319,68,179,0,2044,455,0.4654,0.04165696997905515,0.47568070747032815,0.38049802187572723,0,0.04142424947637887,0.002094484524086572,0.35396788457063066,0.07423784035373517,0,0.2226027397260274,0.25626911314984707,NA,0.07303370786516854,1,0.22879684418145957,0.21316614420062696
6037602507,5028,487,845,153,2898,256,0,0,243,3,0,0,1022,75,20,0,197,67,1676,161,0.3948,0.039180588703261736,0.3333333333333333,0.5763723150357996,0,0.04832935560859188,0,0.20326173428798727,0.003977724741447892,0.3401015228426396,0.09606205250596658,0.0883367839889579,NA,0.012345679012345678,NA,0.07338551859099804,0
6037602508,6922,1020,2001,233,2188,294,27,0,500,70,0,0,2124,392,82,31,568,66,3572,482,0.447,0.0820572088991621,0.5160358277954349,0.31609361456226526,0.003900606761051719,0.0722334585379948,0,0.3068477318694019,0.011846287200231146,0.11619718309859155,0.1349384098544233,0.1343692870201097,0,0.14,NA,0.18455743879472694,0.3780487804878049
6037602509,4457,712,1357,236,781,29,3,0,567,188,154,0,1536,259,59,0,141,36,2786,459,0.3437,0.031635629347094456,0.6250841373120933,0.1752299753197218,6.730984967466906e-4,0.12721561588512453,0.03455238949966345,0.34462643033430557,0.013237603769351581,0.2553191489361702,0.16475233309404164,0.03713188220230474,0,0.3315696649029982,0,0.16861979166666666,0
6037602600,7864,785,962,90,4912,591,0,0,276,32,429,0,651,56,634,16,439,79,1351,67,0.4608,0.055824008138351984,0.17179552390640895,0.624618514750763,0,0.035096642929806715,0.05455239064089522,0.0827822990844354,0.0806205493387589,0.17995444191343962,0.049592894152479645,0.12031758957654723,NA,0.11594202898550725,0,0.08602150537634409,0.025236593059936908
6037602700,3764,239,370,136,2511,88,0,0,78,0,64,0,678,0,63,15,215,43,946,93,0.4027,0.057120085015940486,0.25132837407013814,0.6671094580233794,0,0.020722635494155154,0.01700318809776833,0.18012752391073325,0.0167375132837407,0.2,0.09830866807610994,0.0350457984866587,NA,0,0,0,0.23809523809523808
6037602801,3718,800,1041,310,1522,323,0,0,30,0,0,0,1107,158,18,9,12,8,2141,437,0.4872,0.0032275416890801506,0.5758472296933835,0.4093598708983324,0,0.008068854222700376,0,0.2977407208176439,0.004841312533620226,0.6666666666666666,0.20411022886501634,0.21222076215505914,NA,0,NA,0.14272809394760613,0.5
6037602802,5002,212,746,26,2915,130,30,0,53,0,18,0,770,56,470,0,32,2,1972,80,0.3539,0.006397441023590564,0.3942423030787685,0.5827668932427029,0.0059976009596161535,0.010595761695321872,0.003598560575769692,0.15393842463014795,0.0939624150339864,0.0625,0.04056795131845842,0.044596912521440824,0,0,0,0.07272727272727272,0
6037602900,4434,894,1228,367,615,130,38,14,233,21,0,0,2141,354,179,8,136,21,3373,692,0.4284,0.03067207938655841,0.7607126747857466,0.13870094722598106,0.008570139828597204,0.05254848894903022,0,0.4828597203428056,0.04036986919260262,0.15441176470588236,0.2051586125111177,0.21138211382113822,0.3684210526315789,0.09012875536480687,NA,0.16534329752452126,0.0446927374301676
6037603001,7337,1285,1327,427,2226,176,99,0,1750,120,0,0,1824,562,111,0,175,0,3147,989,0.4745,0.02385171050838217,0.4289219026850211,0.30339375766662124,0.013493253373313344,0.23851710508382173,0,0.2486029712416519,0.015128799236745264,0,0.3142675564029234,0.07906558849955077,0,0.06857142857142857,NA,0.3081140350877193,0
6037603004,1461,179,242,29,414,34,0,0,530,59,0,0,268,50,7,7,56,16,454,63,0.4004,0.038329911019849415,0.3107460643394935,0.28336755646817247,0,0.36276522929500343,0,0.1834360027378508,0.004791238877481177,0.2857142857142857,0.13876651982378854,0.0821256038647343,NA,0.11132075471698114,NA,0.1865671641791045,1
6037603005,5912,1105,900,192,1794,324,0,0,1090,164,0,0,1906,425,222,0,344,110,2518,425,0.4053,0.058186738836265225,0.42591339648173204,0.3034506089309878,0,0.18437077131258459,0,0.32239512855209745,0.037550744248985114,0.31976744186046513,0.1687847498014297,0.1806020066889632,NA,0.15045871559633028,NA,0.2229800629590766,0
6037603006,1898,167,529,2,113,16,22,0,800,85,0,0,369,64,65,0,258,2,732,64,0.4708,0.13593256059009484,0.3856691253951528,0.059536354056902004,0.011591148577449948,0.4214963119072708,0,0.19441517386722867,0.03424657534246575,0.007751937984496124,0.08743169398907104,0.1415929203539823,0,0.10625,NA,0.17344173441734417,0
6037603101,4077,655,1425,310,584,144,0,0,1153,18,18,0,592,68,305,115,541,117,1724,368,0.467,0.13269560951680157,0.422859946038754,0.14324258032867304,0,0.2828059847927398,0.004415011037527594,0.14520480745646308,0.07480990924699533,0.21626617375231053,0.21345707656612528,0.2465753424657534,NA,0.015611448395490026,0,0.11486486486486487,0.3770491803278688
6037603102,3653,621,1048,78,530,88,8,0,1051,179,0,0,848,228,168,48,399,36,1683,338,0.427,0.10922529427867506,0.4607172187243362,0.14508623049548316,0.0021899808376676703,0.2877087325485902,0,0.23213796879277307,0.04598959759102108,0.09022556390977443,0.20083184789067143,0.1660377358490566,0,0.170313986679353,NA,0.2688679245283019,0.2857142857142857
6037603200,3394,187,752,60,435,0,0,0,1251,82,0,0,840,34,116,11,396,52,1166,42,0.3981,0.11667648791985857,0.3435474366529169,0.1281673541543901,0,0.3685916322922805,0,0.24749558043606365,0.03417796110783736,0.13131313131313133,0.036020583190394515,0,NA,0.06554756195043965,NA,0.04047619047619048,0.09482758620689655
6037603301,3433,423,569,84,103,0,94,0,1719,264,0,0,657,0,291,75,294,76,1115,8,0.4143,0.08563938246431692,0.32478881444800467,0.030002912904165454,0.02738129915525779,0.5007282260413632,0,0.19137780367025925,0.08476551121468104,0.2585034013605442,0.007174887892376682,0,0,0.15357766143106458,NA,0,0.25773195876288657
6037603302,4041,851,1083,73,251,178,59,8,1741,233,0,0,749,332,158,27,428,26,1501,395,0.4733,0.10591437762929967,0.3714427121999505,0.06211333828260331,0.014600346448898788,0.4308339519920812,0,0.18535016085127443,0.039099232863152686,0.06074766355140187,0.2631578947368421,0.7091633466135459,0.13559322033898305,0.13383113153360138,NA,0.4432576769025367,0.17088607594936708
